bookid,username,opentime,closetime,hotspotName,hotspotType,clickResult,clickTime,remarks
0,004,2020-09-15 20:19:57,\N,p4_nextButton,next_button,,2020-09-15 20:26:54,\N
0,004,2020-09-15 20:19:57,\N,p5_replayButton,replay_button,,2020-09-15 20:27:05,\N
0,004,2020-09-15 20:19:57,\N,p5_popular,vocabulary,,2020-09-15 20:28:19,\N
0,004,2020-09-15 20:19:57,\N,p5_nextButton,next_button,,2020-09-15 20:29:39,\N
0,004,2020-09-15 20:19:57,\N,p6_But,vocabulary,,2020-09-15 20:31:01,\N
0,004,2020-09-15 20:19:57,\N,p6_nobody,vocabulary,,2020-09-15 20:31:02,\N
0,004,2020-09-15 20:19:57,\N,p6_But,vocabulary,,2020-09-15 20:31:02,\N
0,004,2020-09-15 20:19:57,\N,p6_nobody,vocabulary,,2020-09-15 20:31:21,\N
0,004,2020-09-15 20:19:57,\N,p6_nextButton,next_button,,2020-09-15 20:31:33,\N
0,004,2020-09-15 20:19:57,\N,p7_nature,vocabulary,,2020-09-15 20:32:35,\N
0,004,2020-09-15 20:19:57,\N,p7_nextButton,next_button,,2020-09-15 20:32:49,\N
0,004,2020-09-15 20:19:57,\N,p7_nextButton,next_button,,2020-09-15 20:33:22,\N
0,004,2020-09-15 20:19:57,\N,p8_replayButton,replay_button,,2020-09-15 20:33:44,\N
0,004,2020-09-15 20:19:57,\N,p8_house,vocabulary,,2020-09-15 20:35:25,\N
0,004,2020-09-15 20:19:57,\N,p8_decoration,vocabulary,,2020-09-15 20:36:09,\N
0,004,2020-09-15 20:19:57,\N,p8_nextButton,next_button,,2020-09-15 20:36:42,\N
0,004,2020-09-15 20:19:57,\N,p9_replayButton,replay_button,,2020-09-15 20:37:03,\N
0,004,2020-09-15 20:19:57,\N,p9_nextButton,next_button,,2020-09-15 20:38:17,\N
0,004,2020-09-15 20:19:57,\N,p10_replayButton,replay_button,,2020-09-15 20:38:47,\N
0,004,2020-09-15 20:19:57,\N,p10_camouflage,vocabulary,,2020-09-15 20:39:30,\N
0,004,2020-09-15 20:19:57,\N,p10_nextButton,next_button,,2020-09-15 20:40:13,\N
0,004,2020-09-15 20:19:57,\N,p11_replayButton,replay_button,,2020-09-15 20:40:44,\N
0,004,2020-09-15 20:19:57,\N,p11_nextButton,next_button,,2020-09-15 20:42:19,\N
0,004,2020-09-15 20:19:57,\N,p11_nextButton,next_button,,2020-09-15 20:42:28,\N
0,004,2020-09-15 20:19:57,\N,p12_replayButton,replay_button,,2020-09-15 20:42:45,\N
0,004,2020-09-15 20:19:57,\N,p12_frog,vocabulary,,2020-09-15 20:43:12,\N
0,004,2020-09-15 20:19:57,\N,p12_frog,vocabulary,,2020-09-15 20:43:14,\N
0,004,2020-09-15 20:19:57,\N,p12_head,vocabulary,,2020-09-15 20:43:34,\N
0,004,2020-09-15 20:19:57,\N,p12_nextButton,next_button,,2020-09-15 20:44:04,\N
0,004,2020-09-15 20:19:57,\N,p13_lizard,vocabulary,,2020-09-15 20:44:28,\N
0,004,2020-09-15 20:19:57,\N,p13_guard ,vocabulary,,2020-09-15 20:45:07,\N
0,004,2020-09-15 20:19:57,\N,p13_guard ,vocabulary,,2020-09-15 20:45:09,\N
0,004,2020-09-15 20:19:57,\N,p12_nextButton,next_button,,2020-09-15 20:45:31,\N
0,004,2020-09-15 20:19:57,\N,p13_nextButton,next_button,,2020-09-15 20:45:49,\N
0,004,2020-09-15 20:19:57,\N,p14_nextButton,next_button,,2020-09-15 20:47:03,\N
0,004,2020-09-15 20:19:57,\N,p15_taking a nap,vocabulary,,2020-09-15 20:47:28,\N
0,004,2020-09-15 20:19:57,\N,p15_nextButton,next_button,,2020-09-15 20:47:50,\N
0,004,2020-09-15 20:19:57,\N,p16_nextButton,next_button,,2020-09-15 20:49:01,\N
0,004,2020-09-15 20:19:57,\N,p16_nextButton,next_button,,2020-09-15 20:49:02,\N
0,004,2020-09-15 20:19:57,\N,p17_nextButton,next_button,,2020-09-15 20:50:05,\N
0,004,2020-09-15 20:19:57,\N,p18_nextButton,next_button,,2020-09-15 20:51:55,\N
0,004,2020-09-15 20:19:57,\N,p18_nextButton,next_button,,2020-09-15 20:51:56,\N
1,004,2020-09-16 20:19:22,\N,p1_nextButton,next_button,,2020-09-16 20:22:28,\N
1,004,2020-09-16 20:19:22,\N,p2_backButton,back_button,,2020-09-16 20:22:32,\N
1,004,2020-09-17 20:23:37,\N,p1_nextButton,next_button,,2020-09-17 20:28:45,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:29:08,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:29:20,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:29:30,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:29:42,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:29:43,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:30:12,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:30:15,\N
1,004,2020-09-17 20:23:37,\N,p2_undefined,vocabulary,,2020-09-17 20:30:27,\N
